Division;Class;Order;Genus;Species;SFLAG;STAGE;Author;AphiaID;AphiaID_link;Trophy;Geometric_shape;FORMULA;SizeClassNo;Nonvalid_SIZCL;Not_accepted_name;Unit;SizeRange;Length(l1)µm;Length(l2)µm;Width(w)µm;Height(h)µm;Diameter(d1)µm;Diameter(d2)µm;No_of_cells/counting_unit;Calculated_volume_µm3;Comment;Filament_length_of_cell(µm);Calculated_Carbon_pg/counting_unit;Comment_on_Carbon_calculation;Corrections/Additions;Synonyms - NOT IMPORTED, NOT handled by ICES;WORMS Rank
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Eucampia;Eucampia zodiacus;;;Ehrenberg 1839;149131;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149131;AU;oval cylinder;π/4*d1*d2*h;2;;;cell;25x15;;;;15;25;10;1;2944;HD fac.=0.4;;187;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Eucampia;Eucampia zodiacus;;;Ehrenberg 1839;149131;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149131;AU;oval cylinder;π/4*d1*d2*h;3;;;cell;25x20;;;;20;25;10;1;3925;HD fac.=0.4;;237;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Eucampia;Eucampia zodiacus;;;Ehrenberg 1839;149131;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149131;AU;oval cylinder;π/4*d1*d2*h;4;;;cell;10-80x20-50;;;;35;45;18;1;22255;HD fac.=0.4;;966;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Eucampia;Eucampia zodiacus;;;Ehrenberg 1839;149131;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149131;AU;oval cylinder;π/4*d1*d2*h;5;;;cell;20-80x15-35;;;;25;50;30;1;29438;HD fac.=0.6;;1212;;Size range changed from 15-35x20-80 to 20-80x15-35;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Guinardia;Guinardia delicatula;;;(P.T. Cleve) Hasle 1997;149112;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149112;AU;cylinder;π/4*d^2*h;1;;;cell; 10x30;;;;30;10;;1;2355;;;156;;Author year changed from 1996 to 1997;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Guinardia;Guinardia delicatula;;;(P.T. Cleve) Hasle 1997;149112;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149112;AU;cylinder;π/4*d^2*h;2;;;cell; 10x50;;;;50;10;;1;3925;;;237;;Author year changed from 1996 to 1997;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Guinardia;Guinardia delicatula;;;(P.T. Cleve) Hasle 1997;149112;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149112;AU;cylinder;π/4*d^2*h;3;;;cell; 15x50;;;;50;15;;1;8831;;;457;;Author year changed from 1996 to 1997;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Guinardia;Guinardia flaccida;;;(Castracane) H. Peragallo 1892;149132;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149132;AU;cylinder;π/4*d^2*h;1;;;cell; 15x60-80;;;;69;15;;1;12187;;;593;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Guinardia;Guinardia flaccida;;;(Castracane) H. Peragallo 1892;149132;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149132;AU;cylinder;π/4*d^2*h;2;;;cell; 20x60-80;;;;70;20;;1;21980;;;957;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Guinardia;Guinardia flaccida;;;(Castracane) H. Peragallo 1892;149132;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149132;AU;cylinder;π/4*d^2*h;3;;;cell; 25x80-100;;;;90;25;;1;44156;;;1685;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Guinardia;Guinardia flaccida;;;(Castracane) H. Peragallo 1892;149132;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149132;AU;cylinder;π/4*d^2*h;4;;;cell; 30x110-130;;;;120;30;;1;84780;;;2859;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Guinardia;Guinardia flaccida;;;(Castracane) H. Peragallo 1892;149132;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149132;AU;cylinder;π/4*d^2*h;5;;;cell; 35x70-80;;;;75;35;;1;72122;;;2508;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Guinardia;Guinardia flaccida;;;(Castracane) H. Peragallo 1892;149132;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149132;AU;cylinder;π/4*d^2*h;6;;;cell; 35x100-150;;;;125;35;;1;120203;;;3795;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Guinardia;Guinardia flaccida;;;(Castracane) H. Peragallo 1892;149132;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149132;AU;cylinder;π/4*d^2*h;7;;;cell; 35x200-300;;;;250;35;;1;240406;;;6658;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Guinardia;Guinardia flaccida;;;(Castracane) H. Peragallo 1892;149132;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149132;AU;cylinder;π/4*d^2*h;8;;;cell; 40x100-200;;;;150;40;;1;188400;;;5464;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Guinardia;Guinardia flaccida;;;(Castracane) H. Peragallo 1892;149132;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149132;AU;cylinder;π/4*d^2*h;9;;;cell; 50x100-150;;;;125;50;;1;245313;;;6768;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Guinardia;Guinardia striata;;;(Stolterfoth) Hasle in Hasle & Syvertsen 1996;149113;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149113;AU;cylinder;π/4*d^2*h;1;;;cell; 10-40x50-150;;;;100;25;;1;49063;;;1835;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Helicotheca;Helicotheca tamesis;;;(Shrubsole) M.Ricard 1987;157440;http://www.marinespecies.org/aphia.php?p=taxdetails&id=157440;AU;parallelepiped;l*w*h;1;;;cell;30-70x50-150;100;;50;10;;;1;50000;HD fac.=0.5;;1863;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Lauderia;Lauderia annulata;;;P.T. Cleve 1873;149135;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149135;AU;cylinder;π/4*d^2*h;1;;;cell; 33-35x33-35;;;;34;34;;1;30854;;;1260;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Lauderia;Lauderia annulata;;;P.T. Cleve 1873;149135;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149135;AU;cylinder;π/4*d^2*h;2;;;cell;32x30;;;;30;32;;1;24115;;;1031;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Lauderia;Lauderia annulata;;;P.T. Cleve 1873;149135;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149135;AU;cylinder;π/4*d^2*h;3;;;cell;40x30;;;;30;40;;1;37680;;;1481;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Leptocylindrus;Leptocylindrus danicus;;;P.T. Cleve 1889;149106;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149106;AU;cylinder;π/4*d^2*h;1;;;cell; 3x80;;;;80;3;;1;565;;;49;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Leptocylindrus;Leptocylindrus danicus;;;P.T. Cleve 1889;149106;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149106;AU;cylinder;π/4*d^2*h;2;;;cell; 4x40-55;;;;48;4;;1;603;;;52;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Leptocylindrus;Leptocylindrus danicus;;;P.T. Cleve 1889;149106;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149106;AU;cylinder;π/4*d^2*h;3;;;cell; 5x25-30;;;;28;5;;1;550;;;48;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Leptocylindrus;Leptocylindrus danicus;;;P.T. Cleve 1889;149106;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149106;AU;cylinder;π/4*d^2*h;4;;;cell; 5x30-50;;;;40;5;;1;785;;;64;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Leptocylindrus;Leptocylindrus danicus;;;P.T. Cleve 1889;149106;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149106;AU;cylinder;π/4*d^2*h;5;;;cell; 5x50-60;;;;55;5;;1;1079;;;83;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Leptocylindrus;Leptocylindrus danicus;;;P.T. Cleve 1889;149106;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149106;AU;cylinder;π/4*d^2*h;6;;;cell; 5x70-80;;;;78;5;;1;1531;;;110;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Leptocylindrus;Leptocylindrus danicus;;;P.T. Cleve 1889;149106;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149106;AU;cylinder;π/4*d^2*h;7;;;cell; 6x25-35;;;;31;6;;1;876;;;70;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Leptocylindrus;Leptocylindrus danicus;;;P.T. Cleve 1889;149106;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149106;AU;cylinder;π/4*d^2*h;8;;;cell; 7-9x35-50;;;;42,5;8;;1;2135;;;144;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Leptocylindrus;Leptocylindrus danicus;;;P.T. Cleve 1889;149106;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149106;AU;cylinder;π/4*d^2*h;9;;;cell; 9-11x40-60;;;;50;10;;1;3925;;;237;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Leptocylindrus;Leptocylindrus mediterraneus;;;(H. Peragallo) Hasle 1975;149230;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149230;AU;cylinder;π/4*d^2*h;1;;;cell;7-11x 40-60;;;;50;9;;1;3179;;;199;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Leptocylindrus;Leptocylindrus minimus;;;Gran 1915;149039;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149039;AU;cylinder;π/4*d^2*h;1;;;cell; 3x20-25;;;;22;3;;1;155;;;17;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Leptocylindrus;Leptocylindrus minimus;;;Gran 1915;149039;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149039;AU;cylinder;π/4*d^2*h;2;;;cell;3x26-50;;;;38;3;;1;268;;;27;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Leptocylindrus;Leptocylindrus;;;Cleve 1889;149038;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149038;AU;cylinder;π/4*d^2*h;1;;;cell; 3x100;;;;100;3;;1;707;;;59;;Added Author name and year Cleve 1889;;Genus
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Leptocylindrus;Leptocylindrus;;;Cleve 1889;149038;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149038;AU;cylinder;π/4*d^2*h;2;;;cell; 10x100;;;;100;10;;1;7850;;;415;;Added Author name and year Cleve 1889;;Genus
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Lithodesmium;Lithodesmium undulatum;;;Ehrenberg 1839;149322;http://www.marinespecies.org/aphia.php?p=taxdetails&id=149322;AU;prism on triangle base;l*w*h/2;1;;;cell;30-50x25-35;40;;40;30;;;1;24000;;;1027;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Melosira;Melosira arctica;;;Dickie 1852;160537;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160537;AU;cylinder;π/4*d^2*h;1;;;cell; 8x13;;;;13;8;;1;653;;;55;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Melosira;Melosira arctica;;;Dickie 1852;160537;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160537;AU;cylinder;π/4*d^2*h;2;;;cell; 8-10x15-20;;;;17,5;9;;1;1113;;;85;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Melosira;Melosira arctica;;;Dickie 1852;160537;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160537;AU;cylinder;π/4*d^2*h;3;;;cell; 11-13x20-25;;;;22;12;;1;2487;;;163;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Melosira;Melosira arctica;;;Dickie 1852;160537;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160537;AU;cylinder;π/4*d^2*h;4;;;cell; 14x15-20;;;;17,5;14;;1;2693;;;174;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Melosira;Melosira arctica;;;Dickie 1852;160537;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160537;AU;cylinder;π/4*d^2*h;5;;;cell; 14x20-30;;;;25;14;;1;3847;;;233;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Melosira;Melosira arctica;;;Dickie 1852;160537;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160537;AU;cylinder;π/4*d^2*h;6;;;cell; 15x17-25;;;;20;15;;1;3533;;;217;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Melosira;Melosira arctica;;;Dickie 1852;160537;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160537;AU;cylinder;π/4*d^2*h;7;;;cell; 17x17-25;;;;20;17;;1;4537;;;266;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Melosira;Melosira arctica;;;Dickie 1852;160537;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160537;AU;cylinder;π/4*d^2*h;8;;;cell; 19x20-30;;;;26;19;;1;7368;;;394;;;;Species
CHRYSOPHYTA (HETEROKONTOPHYTA);Diatomophyceae (Bacillariophyceae);EUPODISCALES (BIDDULPHIALES, CENTRALES);Melosira;Melosira lineata;;; (Dillwyn) C.A. Agardh 1824;156636;http://www.marinespecies.org/aphia.php?p=taxdetails&id=156636;AU;cylinder;π/4*d^2*h;1;;;cell;13-15x26-34;;;;30;14;;1;4616;;;270;;;;Species
