Division;Class;Order;Genus;Species;SFLAG;STAGE;Author;AphiaID;AphiaID_link;Trophy;Geometric_shape;FORMULA;SizeClassNo;Nonvalid_SIZCL;Not_accepted_name;Unit;SizeRange;Length(l1)µm;Length(l2)µm;Width(w)µm;Height(h)µm;Diameter(d1)µm;Diameter(d2)µm;No_of_cells/counting_unit;Calculated_volume_µm3;Comment;Filament_length_of_cell(µm);Calculated_Carbon_pg/counting_unit;Comment_on_Carbon_calculation;Corrections/Additions;Synonyms - NOT IMPORTED, NOT handled by ICES;WORMS Rank
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Snowella;Snowella lacustris;;;(R. Chodat) Komárek & Hindák 1988;146645;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146645;AU;rotational ellipsoid;π/6*d^2*l;3;;;colony;1.5-3.5x2-4;3;;;;2,5;;20;196;;;37;based on individual cell;Size range changed from  2-4x1.5-3.5 to 1.5-3.5x2-4;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Snowella;Snowella lacustris;;;(R. Chodat) Komárek & Hindák 1988;146645;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146645;AU;rotational ellipsoid;π/6*d^2*l;4;;;colony;1.5-3.5x2-4;3;;;;2,5;;50;491;;;92;based on individual cell;Size range changed from  2-4x1.5-3.5 to 1.5-3.5x2-4;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Snowella;Snowella litoralis;;;(Häyrén) Komárek & Hindák 1988;177473;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177473;AU;sphere;π/6*d^3;1;;;cell; 2.4-4;;;;;3,2;;1;17;;;3;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Snowella;Snowella litoralis;;;(Häyrén) Komárek & Hindák 1988;177473;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177473;AU;sphere;π/6*d^3;2;;;colony; 2.4-4;;;;;3,2;;10;171;;;31;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Snowella;Snowella litoralis;;;(Häyrén) Komárek & Hindák 1988;177473;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177473;AU;sphere;π/6*d^3;3;;;colony; 2.4-4;;;;;3,2;;20;343;;;62;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Snowella;Snowella litoralis;;;(Häyrén) Komárek & Hindák 1988;177473;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177473;AU;sphere;π/6*d^3;4;;;colony; 2.4-4;;;;;3,2;;50;857;;;156;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Snowella;Snowella septentrionalis;;;Komárek & Hindák 1988;177480;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177480;AU;sphere;π/6*d^3;1;;;cell; 1.2-3.4;;;;;2,3;;1;6;;;1,2;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Snowella;Snowella septentrionalis;;;Komárek & Hindák 1988;177480;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177480;AU;sphere;π/6*d^3;2;;;colony; 1.2-3.4;;;;;2,3;;10;64;;;12;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Snowella;Snowella septentrionalis;;;Komárek & Hindák 1988;177480;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177480;AU;sphere;π/6*d^3;3;;;colony; 1.2-3.4;;;;;2,3;;20;127;;;25;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Snowella;Snowella septentrionalis;;;Komárek & Hindák 1988;177480;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177480;AU;sphere;π/6*d^3;4;;;colony; 1.2-3.4;;;;;2,3;;50;318;;;61;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Snowella;Snowella;;;Elenkin, 1938;146644;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146644;AU;sphere;π/6*d^3;1;;;cell; 1-4;;;;;2,5;;1;8;;;1,6;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Snowella;Snowella;;;Elenkin, 1938;146644;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146644;AU;sphere;π/6*d^3;2;;;colony; 1-4;;;;;2,5;;10;82;;;16;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Snowella;Snowella;;;Elenkin, 1938;146644;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146644;AU;sphere;π/6*d^3;3;;;colony; 1-4;;;;;2,5;;20;164;;;31;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Snowella;Snowella;;;Elenkin, 1938;146644;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146644;AU;sphere;π/6*d^3;4;;;colony; 1-4;;;;;2,5;;50;409;;;78;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Snowella;Snowella;;;Elenkin, 1938;146644;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146644;AU;sphere;π/6*d^3;5;;;colony; 1-4;;;;;2,5;;100;818;;;155;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Synechococcus;Synechococcus;;;Nägeli, 1849;160572;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160572;AU;sphere;π/6*d^3;1;;;cell;2;;;;;2;;1;4;;;0,8;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Synechococcus;Synechococcus;;;Nägeli, 1849;160572;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160572;AU;sphere;π/6*d^3;2;;;colony;2;;;;;2;;10;42;;;8;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Synechococcus;Synechococcus;;;Nägeli, 1849;160572;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160572;AU;sphere;π/6*d^3;3;;;cell;3;;;;;3;;1;14;;;3;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Synechococcus;Synechococcus;;;Nägeli, 1849;160572;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160572;AU;sphere;π/6*d^3;4;;;colony;3;;;;;3;;10;141;;;26;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia compacta;;;(Lemmermann) Komárek & Hindák 1988;177484;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177484;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell;1.5-3.4x3-5.6;4,5;;;;2,5;;1;15;;;3;based on individual cell;Size range changed from   3-5.6x1.5-3.4 to 1.5-3.4x3-5.6;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia compacta;;;(Lemmermann) Komárek & Hindák 1988;177484;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177484;AU;rotational ellipsoid;π/6*d^2*l;2;;;colony;1.5-3.4x3-5.6;4,5;;;;2,5;;10;147;;;27;based on individual cell;Size range changed from   3-5.6x1.5-3.4 to 1.5-3.4x3-5.6;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia compacta;;;(Lemmermann) Komárek & Hindák 1988;177484;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177484;AU;rotational ellipsoid;π/6*d^2*l;3;;;colony;1.5-3.4x3-5.6;4,5;;;;2,5;;20;294;;;54;based on individual cell;Size range changed from   3-5.6x1.5-3.4 to 1.5-3.4x3-5.6;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia compacta;;;(Lemmermann) Komárek & Hindák 1988;177484;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177484;AU;rotational ellipsoid;π/6*d^2*l;4;;;colony;1.5-3.4x3-5.6;4,5;;;;2,5;;50;736;;;135;based on individual cell;Size range changed from   3-5.6x1.5-3.4 to 1.5-3.4x3-5.6;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia elorantae;;;Komárek & Komárková-Legnerová 1992;177489;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177489;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell;1.6-2x2.5-3;2,8;;;;1,8;;1;5;;;0,9;based on individual cell;Size range changed from    2.5-3x1.6-2 to 1.6-2x2.5-3;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia elorantae;;;Komárek & Komárková-Legnerová 1992;177489;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177489;AU;rotational ellipsoid;π/6*d^2*l;2;;;colony;1.6-2x2.5-3;2,8;;;;1,8;;10;47;;;9;based on individual cell;Size range changed from    2.5-3x1.6-2 to 1.6-2x2.5-3;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia elorantae;;;Komárek & Komárková-Legnerová 1992;177489;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177489;AU;rotational ellipsoid;π/6*d^2*l;3;;;colony;1.6-2x2.5-3;2,8;;;;1,8;;20;95;;;19;based on individual cell;Size range changed from    2.5-3x1.6-2 to 1.6-2x2.5-3;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia elorantae;;;Komárek & Komárková-Legnerová 1992;177489;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177489;AU;rotational ellipsoid;π/6*d^2*l;4;;;colony;1.6-2x2.5-3;2,8;;;;1,8;;50;237;;;47;based on individual cell;Size range changed from    2.5-3x1.6-2 to 1.6-2x2.5-3;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia fusca;;;(Skuja) Komárek & Hindák 1988;177490;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177490;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell;2.5-4x3-5;4;;;;3,3;;1;22;;;4;based on individual cell;Size range changed from    3-5x2.5-4 to 2.5-4x3-5;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia fusca;;;(Skuja) Komárek & Hindák 1988;177490;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177490;AU;rotational ellipsoid;π/6*d^2*l;2;;;colony;2.5-4x3-5;4;;;;3,3;;10;221;;;40;based on individual cell;Size range changed from    3-5x2.5-4 to 2.5-4x3-5;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia fusca;;;(Skuja) Komárek & Hindák 1988;177490;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177490;AU;rotational ellipsoid;π/6*d^2*l;3;;;colony;2.5-4x3-5;4;;;;3,3;;20;442;;;79;based on individual cell;Size range changed from    3-5x2.5-4 to 2.5-4x3-5;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia fusca;;;(Skuja) Komárek & Hindák 1988;177490;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177490;AU;rotational ellipsoid;π/6*d^2*l;4;;;colony;2.5-4x3-5;4;;;;3,3;;50;1106;;;198;based on individual cell;Size range changed from    3-5x2.5-4 to 2.5-4x3-5;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia karelica;;;Komárek & Komárková-Legnerová 1992;177492;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177492;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell;1.5-2x3-4.2;3,6;;;;1,8;;1;6;;;1,2;based on individual cell;Size range changed from     3-4.2x1.5-2 to 1.5-2x3-4.2;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia karelica;;;Komárek & Komárková-Legnerová 1992;177492;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177492;AU;rotational ellipsoid;π/6*d^2*l;2;;;colony;1.5-2x3-4.2;3,6;;;;1,8;;10;61;;;12;based on individual cell;Size range changed from     3-4.2x1.5-2 to 1.5-2x3-4.2;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia karelica;;;Komárek & Komárková-Legnerová 1992;177492;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177492;AU;rotational ellipsoid;π/6*d^2*l;3;;;colony;1.5-2x3-4.2;3,6;;;;1,8;;20;122;;;24;based on individual cell;Size range changed from     3-4.2x1.5-2 to 1.5-2x3-4.2;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia karelica;;;Komárek & Komárková-Legnerová 1992;177492;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177492;AU;rotational ellipsoid;π/6*d^2*l;4;;;colony;1.5-2x3-4.2;3,6;;;;1,8;;50;305;;;59;based on individual cell;Size range changed from     3-4.2x1.5-2 to 1.5-2x3-4.2;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia naegeliana;;;(Unger) Elenkin 1933;146618;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146618;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell;1.5-5x4.5-6;5;;;;3;;1;24;;;4;based on individual cell;Size range changed from    4.5-6x1.5-5 to 1.5-5x4.5-6;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia naegeliana;;;(Unger) Elenkin 1933;146618;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146618;AU;rotational ellipsoid;π/6*d^2*l;2;;;colony;1.5-5x4.5-6;5;;;;3;;10;236;;;42;based on individual cell;Size range changed from    4.5-6x1.5-5 to 1.5-5x4.5-6;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia naegeliana;;;(Unger) Elenkin 1933;146618;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146618;AU;rotational ellipsoid;π/6*d^2*l;3;;;colony;1.5-5x4.5-6;5;;;;3;;20;471;;;84;based on individual cell;Size range changed from    4.5-6x1.5-5 to 1.5-5x4.5-6;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia naegeliana;;;(Unger) Elenkin 1933;146618;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146618;AU;rotational ellipsoid;π/6*d^2*l;4;;;colony;1.5-5x4.5-6;5;;;;3;;50;1178;;;210;based on individual cell;Size range changed from    4.5-6x1.5-5 to 1.5-5x4.5-6;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia;;; Elenkin 1933;146617;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146617;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 2-5;3;;;;2;;1;6;;;1,2;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia;;; Elenkin 1933;146617;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146617;AU;rotational ellipsoid;π/6*d^2*l;2;;;colony; 2-5;3;;;;2;;10;63;;;12;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia;;; Elenkin 1933;146617;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146617;AU;rotational ellipsoid;π/6*d^2*l;3;;;colony; 2-5;3;;;;2;;20;126;;;24;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia;;; Elenkin 1933;146617;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146617;AU;rotational ellipsoid;π/6*d^2*l;4;;;colony; 2-5;3;;;;2;;50;314;;;61;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia;;; Elenkin 1933;146617;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146617;AU;rotational ellipsoid;π/6*d^2*l;5;;;colony; 2-5;3;;;;2;;100;628;;;121;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Woronichinia;Woronichinia;;; Elenkin 1933;146617;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146617;AU;rotational ellipsoid;π/6*d^2*l;6;;;colony; 2-5;3;;;;2;;200;1256;;;243;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Kamptonema;Kamptonema chlorinum;;;(Kützing ex Gomont) Strunecký, Komárek & J.Smarda 2014;840966;http://www.marinespecies.org/aphia.php?p=taxdetails&id=840966;AU;cylinder;π/4*d^2*h;1;;;filament;4x100;;;;100;4;;25;1256;;4;214;based on individual cell;;Oscillatoria chlorina;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Limnothrix;Limnothrix planctonica;;;(Woloszynska) Meffert 1988;177507;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177507;AU;cylinder;π/4*d^2*h;1;;;filament;2x100;;;;100;2;;13;314;;8;56;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Limnothrix;Limnothrix planctonica;;;(Woloszynska) Meffert 1988;177507;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177507;AU;cylinder;π/4*d^2*h;2;;;filament;2.5x100;;;;100;2,5;;13;491;;8;85;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Limnothrix;Limnothrix planctonica;;;(Woloszynska) Meffert 1988;177507;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177507;AU;cylinder;π/4*d^2*h;3;;;filament;3x100;;;;100;3;;13;707;;8;119;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Limnothrix;Limnothrix redekei;;;(Van Goor) Meffert 1988;177508;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177508;AU;cylinder;π/4*d^2*h;1;;;filament;2x100;;;;100;2;;13;314;;8;56;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Limnothrix;Limnothrix redekei;;;(Van Goor) Meffert 1988;177508;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177508;AU;cylinder;π/4*d^2*h;2;;;filament;3x100;;;;100;3;;13;707;;8;119;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Limnothrix;Limnothrix;;;Meffert, 1987;177506;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177506;AU;cylinder;π/4*d^2*h;1;;;filament;1.5x100;;;;100;1,5;;13;177;;8;32;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Limnothrix;Limnothrix;;;Meffert, 1987;177506;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177506;AU;cylinder;π/4*d^2*h;2;;;filament;2x100;;;;100;2;;13;314;;8;56;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Limnothrix;Limnothrix;;;Meffert, 1987;177506;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177506;AU;cylinder;π/4*d^2*h;3;;;filament;2.5x100;;;;100;2,5;;13;491;;8;85;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Limnothrix;Limnothrix;;;Meffert, 1987;177506;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177506;AU;cylinder;π/4*d^2*h;4;;;filament;3x100;;;;100;3;;13;707;;8;119;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Lyngbya;Lyngbya aestuarii;;;(Mertens in Jürgens) Liebman ex Gomont 1892;157084;http://www.marinespecies.org/aphia.php?p=taxdetails&id=157084;AU;cylinder;π/4*d^2*h;1;;;filament;8x100;;;;100;8;;33;5024;;3;799;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Oscillatoria;Oscillatoria limosa;;;C.A. Agardh ex Gomont 1892;146554;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146554;AU;cylinder;π/4*d^2*h;1;;;filament;10x100;;;;100;10;;50;7850;;2;1246;based on individual cell;Changed AhiaID and AhiaID_link;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Oscillatoria;Oscillatoria limosa;;;C.A. Agardh ex Gomont 1892;146554;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146554;AU;cylinder;π/4*d^2*h;2;;;filament;12x100;;;;100;12;;33;11304;;3;1711;based on individual cell;Changed AhiaID and AhiaID_link;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Oscillatoria;Oscillatoria limosa;;;C.A. Agardh ex Gomont 1892;146554;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146554;AU;cylinder;π/4*d^2*h;3;;;filament;16x100;;;;100;16;;50;20096;;2;3011;based on individual cell;Changed AhiaID and AhiaID_link;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Oscillatoriales;Oscillatoriales;;;;146603;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146603;AU;cylinder;π/4*d^2*h;1;;;filament;1x100;;;;100;1;;17;79;;6;15;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Oscillatoriales;Oscillatoriales;;;;146603;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146603;AU;cylinder;π/4*d^2*h;2;;;filament;1.5x100;;;;100;1,5;;20;177;;5;33;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Oscillatoriales;Oscillatoriales;;;;146603;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146603;AU;cylinder;π/4*d^2*h;3;;;filament;2x100;;;;100;2;;25;314;;4;58;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Oscillatoriales;Oscillatoriales;;;;146603;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146603;AU;cylinder;π/4*d^2*h;4;;;filament;2.5x100;;;;100;2,5;;25;491;;4;88;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Oscillatoriales;Oscillatoriales;;;;146603;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146603;AU;cylinder;π/4*d^2*h;5;;;filament;3x100;;;;100;3;;25;707;;4;124;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Oscillatoriales;Oscillatoriales;;;;146603;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146603;AU;cylinder;π/4*d^2*h;6;;;filament;5x100;;;;100;5;;25;1963;;4;325;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Oscillatoriales;Oscillatoriales;;;;146603;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146603;AU;cylinder;π/4*d^2*h;7;;;filament;7x100;;;;100;7;;33;3847;;3;622;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Geitlerinema;Geitlerinema amphibium;;;(C.Agardh ex Gomont) Anagnostidis, 1989 ;366599;http://www.marinespecies.org/aphia.php?p=taxdetails&id=366599;AU;cylinder;π/4*d^2*h;1;;;filament;3.5x100;;;;100;3,5;;13;962;;8;159;based on individual cell;;Phormidium amphibium;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Phormidium;Phormidium;;;Kützing ex Gomont, 1892 ;146690;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146690;AU;cylinder;π/4*d^2*h;1;;;filament;1.5x100;;;;100;1,5;;17;177;;6;33;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Phormidium;Phormidium;;;Kützing ex Gomont, 1892 ;146690;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146690;AU;cylinder;π/4*d^2*h;2;;;filament;3x100;;;;100;3;;25;707;;4;124;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Phormidium;Phormidium;;;Kützing ex Gomont, 1892 ;146690;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146690;AU;cylinder;π/4*d^2*h;3;;;filament;4x100;;;;100;4;;25;1256;;4;214;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Phormidium;Phormidium;;;Kützing ex Gomont, 1892 ;146690;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146690;AU;cylinder;π/4*d^2*h;4;;;filament;6x100;;;;100;6;;33;2826;;3;466;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Phormidium;Phormidium;;;Kützing ex Gomont, 1892 ;146690;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146690;AU;cylinder;π/4*d^2*h;5;;;filament;7x100;;;;100;7;;33;3847;;3;622;based on individual cell;;;Genus
